id,handle,Tweet,is_retweet
7.61E+17,HillaryClinton,"Trump: ""I love war, in a certain way."" https://t.co/fnY9NFRE3R",FALSE
7.61E+17,HillaryClinton,"Trump thinks it's too hard to make his products in America, so we went and found 100 US manufacturers he could use. https://t.co/FCUCLJb1nr",FALSE
7.61E+17,HillaryClinton,"Donald Trump's message to workers: You're fired.
https://t.co/Fut2urP8nZ",FALSE
7.61E+17,realDonaldTrump,"Join me in Colorado, today! Look forward to seeing you!

Denver- 2pm
https://t.co/8VbvJYDa4F

Colorado Springs- 6pm
https://t.co/GZwqr4NbR0",TRUE
7.61E+17,HillaryClinton,"Making our economy work for everyone starts by making sure those at the top pay their fair share in taxes.
https://t.co/uDdkrzKL9O",FALSE
7.61E+17,HillaryClinton,"If Trump is serious about ""making America great again,"" he should start by making his products in America.
https://t.co/1VVoUbgAn3",FALSE
7.61E+17,HillaryClinton,"Lincoln: ""War, at its best, is terrible.""
Trump: ""I love war.""

How Trump's words compare to former presidents': https://t.co/FFykARMR8m",FALSE
7.61E+17,realDonaldTrump,"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",FALSE
7.61E+17,realDonaldTrump,"There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!",FALSE
7.61E+17,realDonaldTrump,Great day in Virginia. Crowd was fantastic!,FALSE
7.61E+17,HillaryClinton,22 memorable moments from the Democratic Convention that you probably missed: https://t.co/xnvFiEKlJC https://t.co/bLqoDfFfvc,FALSE
7.61E+17,HillaryClinton,Just 98 days until Election Day. Here are 98 things that depend on the choice we make on November 8: https://t.co/RDRCEOJ4N4,FALSE
7.61E+17,realDonaldTrump,My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy,FALSE
7.61E+17,HillaryClinton,".@realdonaldtrump, this is how one usually looks when you are awarded the Purple Heart. Nothing easy about it. https://t.co/K59HLnzmhK",TRUE
7.61E+17,HillaryClinton,An important step forward on pay equity in Massachusetts. Women deserve equal pay across our nation. https://t.co/s560mVbiGQ,FALSE
7.61E+17,HillaryClinton,"No, this seriously happened... https://t.co/kAptsQAWR1",TRUE
7.61E+17,HillaryClinton,"First Trump attacked the Hotel Roanoke. Then a Gold Star VA family. Today, he kicked a baby out of a VA rally. Virginia is not for haters!",TRUE
7.61E+17,realDonaldTrump,Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp,FALSE
7.61E+17,realDonaldTrump,President Obama will go down as perhaps the worst president in the history of the United States!,FALSE
7.61E+17,realDonaldTrump,Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypundit,TRUE
7.61E+17,realDonaldTrump,"#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs",FALSE
7.61E+17,HillaryClinton,"Under Trump, our economy would lose 3.5 million jobs.

Hillary's plan would create 10.4 million—in one term alone. https://t.co/MsVrIdXbDF",FALSE
7.61E+17,realDonaldTrump,#CrookedHillary https://t.co/xe0I0EmxMa,FALSE
7.61E+17,realDonaldTrump,"Join me in Florida tomorrow! 
#MakeAmericaGreatAgain 

Daytona | 3pm- 
https://t.co/jbOS2s4qGI

Jacksonville | 7pm- 
https://t.co/XSF1kp7R54",FALSE
7.61E+17,realDonaldTrump,STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7,FALSE
7.61E+17,HillaryClinton,All Kauveri wanted for her seventh birthday was to meet Hillary (and a Star Wars Lego set). She got both! https://t.co/d0yNvue7LH,FALSE
7.61E+17,HillaryClinton,"President Obama strongly rebukes Donald Trump: He is ""unfit to serve as president"" https://t.co/tFiDnVuOD4 https://t.co/AeentEOpfq",TRUE
7.61E+17,realDonaldTrump,Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM,FALSE
7.61E+17,HillaryClinton,This from a man who says he’s “sacrificed” for our country. https://t.co/oId7LJdrx8,FALSE
7.61E+17,HillaryClinton,"The #DemConvention painted a bright picture of America—filled with diversity, love &amp; hope.

The RNC was...different. https://t.co/Vo71rzElsE",FALSE
7.60E+17,HillaryClinton,12 moments from the past week that will make you proud to be a Democrat: https://t.co/rNqHyg5CrL,FALSE
7.60E+17,HillaryClinton,Wonderful: Men at #DemConvention describe what electing a woman president means to them https://t.co/zrGQJ3bgGw #ImWithHer,TRUE
7.60E+17,HillaryClinton,".@realDonaldTrump, when someone puts in the work, you are supposed to pay them.
https://t.co/fDVl1mWxrU",FALSE
7.60E+17,HillaryClinton,"A former McCain advisor says Hillary's policies ""will result in a stronger U.S. economy under almost any scenario."" https://t.co/TGh3Zy5ndP",FALSE
7.60E+17,realDonaldTrump,The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD,FALSE
7.60E+17,realDonaldTrump,Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb,FALSE
7.60E+17,HillaryClinton,"Barack, Michelle, Joe, Bernie, Elizabeth, Bill, Tim, Hillary, and more: Watch the best moments from the DNC.
https://t.co/EWJr9oXweD",FALSE
7.60E+17,realDonaldTrump,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9",FALSE
7.60E+17,realDonaldTrump,".@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA🇺🇸 https://t.co/aFLka9ZJRn",TRUE
7.60E+17,realDonaldTrump,Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!,FALSE
7.60E+17,HillaryClinton,Road trip: Tag along on Hillary and @TimKaine's bus tour through Ohio and Pennsylvania → https://t.co/oA2spAUmu9 https://t.co/xj3HOYaFBc,FALSE
7.60E+17,HillaryClinton,"Trump wants to be our Commander-in-Chief. Here's how he's treated veterans thus far:
https://t.co/iquFJ676Rj",FALSE
7.60E+17,realDonaldTrump,"Thanks to @pnehlen for your kind words, very much appreciated.",FALSE
7.60E+17,realDonaldTrump,"Join me in Florida on Wednesday! Daytona &amp; Jacksonville:

Daytona | 3pm- https://t.co/rJjYUbwiLL
Jacksonville | 7pm- https://t.co/zfxeNbr1nq",FALSE
7.60E+17,realDonaldTrump,"During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD",FALSE
7.60E+17,realDonaldTrump,When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?,FALSE
7.60E+17,realDonaldTrump,Hillary Clinton raked in money from regimes that horribly oppress women and gays &amp; refuses to speak out against Radical Islam.,FALSE
7.60E+17,realDonaldTrump,"Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz",FALSE
7.60E+17,HillaryClinton,"JUST IN: World's 4th richest person, Warren Buffett, challenges Trump to release his taxes. ""I'm under audit too."" https://t.co/L9BgMOYuw2",TRUE
7.60E+17,realDonaldTrump,Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z,FALSE
7.60E+17,HillaryClinton,"Cheryl's husband died serving our country. 

Trump's company scammed her out of money she needed for her family. https://t.co/gfMeiJZ3DW",FALSE
7.60E+17,realDonaldTrump,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",FALSE
7.60E+17,realDonaldTrump,"Thank you Oklahoma &amp; Virginia! 
#MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV",FALSE
7.60E+17,HillaryClinton,.@IAFFLocal5 responds to @realDonaldTrump attack over the weekend. @LauraWalkerKC @JakeSherman @TheFix https://t.co/DIU8kYDItp,TRUE
7.60E+17,HillaryClinton,"Hello, Virginia! After an exciting week on the trail with @HillaryClinton, I'm so happy to be home. -TK",TRUE
7.60E+17,HillaryClinton,"Why not carrier pigeons, @realDonaldTrump?
https://t.co/lNrJcakpJW",FALSE
7.60E+17,realDonaldTrump,People believe CNN these days almost as little as they believe Hillary....that's really saying something!,FALSE
7.60E+17,realDonaldTrump,"The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life.",FALSE
7.60E+17,realDonaldTrump,Will CNN send its cameras to the border to show the massive unreported crisis now unfolding -- or are they worried it will hurt Hillary?,FALSE
7.60E+17,realDonaldTrump,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?,FALSE
7.60E+17,realDonaldTrump,"CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs.",FALSE
7.60E+17,realDonaldTrump,CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.,FALSE
7.60E+17,HillaryClinton,"""No one—no one—has given more for our freedom and security than our Gold Star families."" —@POTUS at @DAVHQ https://t.co/4xONzNk04z",TRUE
7.60E+17,HillaryClinton,17 Gold Star families write to Trump: “Ours is a sacrifice you will never know.” (via @votevets) https://t.co/rfpcUFLbdn,TRUE
7.60E+17,HillaryClinton,".@FLOTUS brought the house down.
A Muslim family reminded us what America is about.
We shattered a glass ceiling. https://t.co/J6AR3eaNU8",FALSE
7.60E+17,HillaryClinton,"Kind of assumed Trump's approach would be more RT if by land, like if by sea. https://t.co/ddEI0z9LR9",TRUE
7.60E+17,realDonaldTrump,"Join Governor Mike Pence in Reno, Nevada- tonight at 7pm! Tickets available at: https://t.co/4nLjRGyFYw",FALSE
7.60E+17,realDonaldTrump,"#CrookedHillary 
https://t.co/oHI6xrDJU0",FALSE
7.60E+17,HillaryClinton,"Watch backstage as Hillary, @TimKaine, and their families listen to the benediction to close out the DNC. https://t.co/L2qe6EWCjf",FALSE
7.60E+17,HillaryClinton,"Meet another Gold Star family with some personal perspective on Donald Trump:
https://t.co/z2eJfg9dv0",FALSE
7.60E+17,realDonaldTrump,"So with all of the Obama tough talk on Russia and the Ukraine, they have already taken Crimea and continue to push. That's what I said!",FALSE
7.60E+17,realDonaldTrump,"When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!",FALSE
7.60E+17,realDonaldTrump,"This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!",FALSE
7.60E+17,realDonaldTrump,"Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!",FALSE
7.60E+17,HillaryClinton,"Your courage is inspiring, Mrs. Khan—and you’re right. https://t.co/wWrx9f65o0",FALSE
7.60E+17,HillaryClinton,"Do all the good we can, in all the ways we can, in all the places we can, for all the people we can.
https://t.co/L2qe6FedaN",FALSE
7.60E+17,realDonaldTrump,"Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!",FALSE
7.60E+17,HillaryClinton,The @HoustonChron endorsed @MittRomney in 2012. Here's why they're endorsing Hillary in 2016: https://t.co/UtZQtQ34fi,FALSE
7.60E+17,HillaryClinton,Road trip. https://t.co/l87tQGIngk,FALSE
7.60E+17,realDonaldTrump,"""@RealJamesWoods:  Without absolutely OWNING the liberal media, HillaryClinton wouldn't stand a chance. #VoterFraud and #MSM her only hope.""",FALSE
7.60E+17,realDonaldTrump,"The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?",FALSE
7.60E+17,HillaryClinton,"He’s also made clear he’s fully committed to Hillary's policy agenda, which he understands includes repeal of Hyde. https://t.co/lzHg0WpJst",TRUE
7.60E+17,HillaryClinton,"She is a Gold Star mother, she is Muslim, and she has some words for Donald Trump. https://t.co/KlbmAQ2V0w https://t.co/hs16XIUoZK",TRUE
7.60E+17,HillaryClinton,"Thank you, @JoeBiden. https://t.co/z1Jb6CrtzH",FALSE
7.60E+17,HillaryClinton,"Hillary is ""guided by the sacrifice"" of those that give their life to this country. Trump denigrates their families https://t.co/6nCEzUEtjh",TRUE
7.60E+17,HillaryClinton,"Sarah McBride, the first trans person to speak at a party convention: ""Despite our progress, so much work remains."" https://t.co/Kkt982nCSM",FALSE
7.60E+17,HillaryClinton,"Their paths may vary, but their call is the same. Meet the women of the U.S. Senate:
https://t.co/tHAcE6LziY",FALSE
7.60E+17,realDonaldTrump,"I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!",FALSE
7.60E+17,realDonaldTrump,"Captain Khan, killed 12 years ago, was a hero, but this is about RADICAL ISLAMIC TERROR and the weakness of our ""leaders"" to eradicate it!",FALSE
7.60E+17,realDonaldTrump,Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!,FALSE
7.60E+17,HillaryClinton,"There's only one way to talk about Gold Star parents: with honor and respect. Capt. Khan is a hero. Together, we should pray for his family.",TRUE
7.60E+17,HillaryClinton,"A night to remember.
https://t.co/lJ2M2QtFJD",FALSE
7.60E+17,HillaryClinton,The American people have always made this country great. https://t.co/agqzKq3jOi,FALSE
7.60E+17,realDonaldTrump,Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS.,FALSE
7.60E+17,HillaryClinton,"Captain Khan and his family represent the best of America, and we salute them. https://t.co/MGeJXPF2DE",FALSE
7.60E+17,realDonaldTrump,Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews,FALSE
7.60E+17,realDonaldTrump,"NATO commander agrees members should pay up via @dcexaminer:
https://t.co/VZLDFy707K",FALSE
7.60E+17,realDonaldTrump,"Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!",FALSE
7.60E+17,realDonaldTrump,"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!",FALSE
7.60E+17,realDonaldTrump,"Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP",FALSE
7.60E+17,realDonaldTrump,"#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql",FALSE
7.60E+17,realDonaldTrump,Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?,FALSE
7.59E+17,HillaryClinton,"Our Commander-in-Chief shouldn’t insult and deride our generals, retired or otherwise.

That really should go without saying.",FALSE
7.59E+17,HillaryClinton,"Donald Trump says he wants to ""make America great again.""

Well, he could start by actually making things in America.",FALSE
7.59E+17,HillaryClinton,"We're going to make the biggest investment in new, good-paying jobs since World War II: https://t.co/eSMDdK4HRw",FALSE
7.59E+17,HillaryClinton,“Donald Trump spoke for 75 minutes and offered zero solutions.” —Hillary on Trump’s convention speech: https://t.co/XpTG9bmbEu,FALSE
7.59E+17,HillaryClinton,“I don’t think President Obama &amp; Vice President Biden get the credit they deserve for saving the American economy.” https://t.co/O4WVMHNmOd,FALSE
7.59E+17,HillaryClinton,"Americans don’t say: “I alone can fix it.”

We say: “Ok, how are we going to fix this together?”",FALSE
7.59E+17,HillaryClinton,"Don’t believe anyone who says “I alone can fix it.”

Those were actually Donald Trump’s words at the Republican convention in Cleveland.",FALSE
7.59E+17,HillaryClinton,We have the most productive workers in the world. We just need to give our people a chance to succeed: https://t.co/AONn3gbach,FALSE
7.59E+17,HillaryClinton,"""On Thursday, I was incredibly grateful and humbled to accept the Democratic Party’s nomination."" —Hillary",FALSE
7.59E+17,realDonaldTrump,"I turned down a meeting with Charles and David Koch. Much better for them to meet with the puppets of politics, they will do much better!",FALSE
7.59E+17,realDonaldTrump,"Why doesn't the media want to report that on the two ""Big Thursdays"" when Crooked Hillary and I made our speeches - Republican's won ratings",FALSE
7.59E+17,HillaryClinton,"Listen in from Johnstown, PA as Hillary and @TimKaine discuss innovation and manufacturing: https://t.co/ESV9yL7umg",FALSE
7.59E+17,HillaryClinton,Incredibly proud of Hillary and so happy to join her and Tim on the trail this week. https://t.co/u8LYZnUejj,TRUE
7.59E+17,realDonaldTrump,#CrookedHillary https://t.co/xyoPFJmByp,FALSE
7.59E+17,HillaryClinton,Get live updates from Hillary and @TimKaine's bus tour → https://t.co/8kbj5eeWmS https://t.co/Y2NJ43ovA3,FALSE
7.59E+17,realDonaldTrump,"Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!",FALSE
7.59E+17,realDonaldTrump,"Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities.",FALSE
7.59E+17,HillaryClinton,"Today in 1965, Pres Johnson signed Medicare &amp; Medicaid into law. We must protect &amp; strengthen these critical programs. That's why #ImWithHer",TRUE
7.59E+17,realDonaldTrump,Just got back from Colorado. The love and enthusiasm at two rallies was incredible. Big crowds!,FALSE
7.59E+17,HillaryClinton,"When any barrier falls in America, it clears the way for everyone. https://t.co/nz6Y29DMwP",FALSE
7.59E+17,HillaryClinton,Watch: #KhizrKhan asks Mitch McConnell and Paul Ryan to repudiate Trump. Tune in to @TheLastWord for the interview https://t.co/rtp6TJOySL,TRUE
7.59E+17,realDonaldTrump,"While I am in OH &amp; PA - you can also join @Mike_Pence in Nevada on Mon!

Carson City: https://t.co/28G3RVbFsn

Reno: https://t.co/4nLjRGyFYw",FALSE
7.59E+17,realDonaldTrump,"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA

3pm in OH: https://t.co/DDg0AUsqRq

7pm in PA: https://t.co/VmSLBvL43l",FALSE
7.59E+17,HillaryClinton,"If you want to see the best of America, you need look no further than the example set by Army Captain Humayun Khan.
https://t.co/aEhY06r7St",FALSE
7.59E+17,realDonaldTrump,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp,FALSE
7.59E+17,realDonaldTrump,We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.,FALSE
7.59E+17,realDonaldTrump,"Hillary can never win over Bernie supporters. Her foreign wars, 
NAFTA/TPP support &amp; Wall Street ties are driving away millions of votes.",FALSE
7.59E+17,realDonaldTrump,"Colorado was amazing yesterday! So much support. Our tax, trade and energy reforms will bring great jobs to Colorado and the whole country.",FALSE
7.59E+17,realDonaldTrump,"""@patrioticpepe: @realDonaldTrump ONLY TRUMP CAN UNITE AMERICA AND FIX OBAMA'S MISTAKES!!! #Trump2016 https://t.co/yB72Bm2muM""",FALSE
7.59E+17,realDonaldTrump,"Thank you Denver, Colorado! 
#MakeAmericaGreatAgain! https://t.co/1KHrLdkOyW",FALSE
7.59E+17,realDonaldTrump,"As usual, Hillary &amp; the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!",FALSE
7.59E+17,HillaryClinton,Hillary accepted the Democratic nomination for president on Thursday. (There were balloons.) https://t.co/yURPGlmYkR https://t.co/jbh1J7Oqwx,FALSE
7.59E+17,realDonaldTrump,#CrookedHillary Job Application https://t.co/CKXkAlGSiV,FALSE
7.59E+17,realDonaldTrump,Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement &amp; insticts.,FALSE
7.59E+17,realDonaldTrump,"Thank you to the amazing law enforcement officers in Colorado!
#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN",FALSE
7.59E+17,HillaryClinton,"Donald Trump has painted a dark, divisive picture of America. We have 102 days to stop him from becoming president.
https://t.co/hp3Bb0AS5Y",FALSE
7.59E+17,HillaryClinton,Headlines for the history books. https://t.co/K7GWRf2KM4,FALSE
7.59E+17,HillaryClinton,"With the first local transmission of Zika in FL, it’s even more critical for Republicans to stop blocking action: https://t.co/KjmWMDOgDl",FALSE
7.59E+17,realDonaldTrump,Thank you Colorado Springs. Get out &amp; VOTE #TrumpPence16 in November! https://t.co/wK02fWzJey,FALSE
7.59E+17,realDonaldTrump,"""Only a Reagan or a Trump-like figure in the White House will achieve this goal."" https://t.co/6a7Ef12giZ",FALSE
7.59E+17,HillaryClinton,Big victory for democracy as the 4th Circuit just struck down a NC voter discrimination law. Let’s keep fighting to make voting easier. -H,FALSE
7.59E+17,HillaryClinton,"Capt. Khan embodied the best of our values when his actions saved his unit. Last night, his parents told his story:
https://t.co/3z8Wvf8Xdg",FALSE
7.59E+17,realDonaldTrump,"Even Bill is tired of the lies, SAD! https://t.co/LPk1OkwH9P",FALSE
7.59E+17,realDonaldTrump,"Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!

Colorado Springs: https://t.co/HgFW7IRtz9

Denver: https://t.co/aE5P9jNcFC",FALSE
7.59E+17,realDonaldTrump,What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep,FALSE
7.59E+17,HillaryClinton,"“Contrary to Donald Trump, I believe every time we knock down a barrier in America, it liberates everyone in America.” —Hillary",FALSE
7.59E+17,realDonaldTrump,"I am watching Crooked Hillary speak. Same old stuff, our country needs change!",FALSE
7.59E+17,HillaryClinton,"""We've got to make this economy work for everyone, not just those at the top."" —Hillary: https://t.co/Et5D2WbDNI",FALSE
7.59E+17,HillaryClinton,"""Our Founders came together to create one nation because they knew what we know: We are stronger together."" —Hillary",FALSE
7.59E+17,HillaryClinton,"“As of tomorrow, we have 100 days to make our case to America. 

So what better place to kick off this campaign than where it all started?""",FALSE
7.59E+17,HillaryClinton,"""This has been such an exciting...week!

We heard the man from Hope, Bill Clinton &amp; the man of hope, Barack Obama."" https://t.co/gefWILX2iW",FALSE
7.59E+17,HillaryClinton,Hillary &amp; @TimKaine take the stage in Philadelphia at their first campaign rally as the official Democratic ticket: https://t.co/aYKAX9LUgU,FALSE
7.59E+17,realDonaldTrump,"Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!",FALSE
7.59E+17,realDonaldTrump,In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW,FALSE
7.59E+17,realDonaldTrump,The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!,FALSE
7.59E+17,HillaryClinton,We share this basic belief: Do all the good you can and serve one another. That's what this election is about. https://t.co/5w70TtVfay,TRUE
7.59E+17,realDonaldTrump,"Thank you! 

Facebook: https://t.co/nmlRJqzA7S

Instagram: https://t.co/5gDeluaBXG https://t.co/Pw7GS8R9Gg",FALSE
7.59E+17,HillaryClinton,"""Let’s look to the future with courage and confidence.

Let’s build a better tomorrow for our beloved children."" https://t.co/jcMy9VIuIJ",FALSE
7.59E+17,realDonaldTrump,"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!",FALSE
7.59E+17,realDonaldTrump,"If Michael Bloomberg ran again for Mayor of New York, he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary",FALSE
7.59E+17,realDonaldTrump,"""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!",FALSE
7.59E+17,realDonaldTrump,"General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary",FALSE
7.59E+17,realDonaldTrump,Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!,FALSE
7.59E+17,realDonaldTrump,Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU,FALSE
7.59E+17,realDonaldTrump,"""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing""""",FALSE
7.59E+17,realDonaldTrump,"CAMPAIGN STATEMENT: 
https://t.co/RNW3ED2ifR",FALSE
7.59E+17,realDonaldTrump,"Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!",FALSE
7.59E+17,realDonaldTrump,"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!",FALSE
7.59E+17,realDonaldTrump,The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!,FALSE
7.59E+17,HillaryClinton,The next president—and her husband. https://t.co/W5A0rHs21y,FALSE
7.59E+17,HillaryClinton,"Let's go win this, together. https://t.co/vCKpROauyZ",FALSE
7.59E+17,realDonaldTrump,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,FALSE
7.59E+17,realDonaldTrump,"Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world.",FALSE
7.59E+17,realDonaldTrump,"Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",FALSE
7.59E+17,realDonaldTrump,Hillary will never reform Wall Street. She is owned by Wall Street!,FALSE
7.59E+17,realDonaldTrump,Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.,FALSE
7.59E+17,realDonaldTrump,"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",FALSE
7.59E+17,HillaryClinton,Thank you. https://t.co/zTgGmMfHQg,FALSE
7.59E+17,HillaryClinton,"Great speech. She's tested. She's ready. She never quits. That's why Hillary should be our next @POTUS. (She'll get the Twitter handle, too)",TRUE
7.59E+17,HillaryClinton,"In America, we’re always stronger together. https://t.co/7TJgiJiqzv",FALSE
7.59E+17,HillaryClinton,"""Yes, the world is watching what we do.
Yes, America's destiny is ours to choose.
So let's be stronger together my fellow Americans!""",FALSE
7.59E+17,HillaryClinton,"""We lost our mother a few years ago but I miss her every day. And I still hear her voice urging me to keep working, keep fighting for right""",FALSE
7.59E+17,HillaryClinton,"""She never let me back down from any challenge...she was right. You have to stand up to bullies."" —Hillary on advice from her mom, Dorothy",FALSE
7.59E+17,HillaryClinton,"Every generation of Americans has come together to make our country freer, fairer, and stronger. None of us…can do it alone.” —Hillary",FALSE
7.59E+17,HillaryClinton,"“Enough with the bigotry and bombast. Donald Trump's not offering real change, he’s offering empty promises.” —Hillary",FALSE
7.59E+17,HillaryClinton,“Here's the sad truth: There is no other Donald Trump. This is it.” —Hillary,FALSE
7.59E+17,HillaryClinton,Let’s put ourselves in the shoes of young black &amp; Latino people who face the effects of systemic racism and feel their lives are disposable.,FALSE
7.59E+17,HillaryClinton,"""I refuse to believe we can't find common ground here. We have to heal the divides in our country.” —Hillary https://t.co/hGRbyjBeMl",FALSE
7.59E+17,HillaryClinton,"We need to start listening to each other.
Hearing each other.
Walking in each other’s shoes.",FALSE
7.59E+17,HillaryClinton,"""I'm not here to take away your guns. I just don't want you to be shot by someone who shouldn't have a gun in the first place.” —Hillary",FALSE
7.59E+17,HillaryClinton,"""If we’re serious about keeping our country safe, we also can’t afford to have a president who’s in the pocket of the gun lobby."" —Hillary",FALSE
7.59E+17,HillaryClinton,"""A man you can bait with a tweet is not a man we can trust with nuclear weapons."" —Hillary",FALSE
7.59E+17,HillaryClinton,"""Donald Trump can't even handle the rough-and-tumble of a presidential campaign...Imagine him in the Oval Office facing a real crisis.""",FALSE
7.59E+17,HillaryClinton,"""A president should respect the men and women who risk their lives to serve our country."" —Hillary",FALSE
7.59E+17,HillaryClinton,"""Donald Trump says, and this is a quote, 'I know more about ISIS than the generals do.'  

No, Donald, you don't.” —Hillary",FALSE
7.59E+17,HillaryClinton,"""I'm proud that we shaped a global climate agreement. Now we have to hold every country accountable to their commitments"" —Hillary",FALSE
7.59E+17,HillaryClinton,"""Keeping our nation safe and honoring the people who do that work will be my highest priority.” —Hillary",FALSE
